,asset_class_name,assets_under_management,distribution_policy_bool,is_hedged,is_hedged_currency,isin,nav,provider_icon,recommendation,replication_methodology_first_level_short,return_year_to_date_real,shortname,sorting_string_de,sorting_string_en,sparplan_faehig,sustainability_id,sustainability_name,ter,trading_currency_name,transferred_to,underlying_index_name,vl_faehig,vl_url,wkn,recommendation.name,recommendation.slug
0,Aktien,27.8577393439,False,False,,LU0592217524,6.887,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-1.41986,Xtrackers,11Afrika / Südafrika,11Africa / South Africa,1,,,0.65,EUR,,MSCI EFM Africa Top 50 Capped TR USD,False,,DBX0HX,,
1,Aktien,101.4240452992,False,False,,IE00B52XQP83,32.115,/media/icons/provider/ishares.png,,Physisch,10.60319,iShares,11Afrika / Südafrika,11Africa / South Africa,1,,,0.65,EUR,,MSCI South Africa 20/35 USD,False,,A0YJ8Y,,
2,Aktien,34.937192367,False,False,,LU1287022708,9.365,/media/icons/provider/amundi.png,,Synthetisch,-1.45279,Amundi,11Afrika / Südafrika,11Africa / South Africa,1,,,0.85,EUR,,SGI Pan Africa NR EUR,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1287022708,vl&zuf=extraetf&zufref=vlsparen",LYX0V7,,
3,Aktien,288.8028884544,False,False,,LU1900068161,121.8,/media/icons/provider/amundi.png,,Synthetisch,-8.1336,Amundi,11Asien (ex Japan) Region,11Asien (ex Japan) Region,1,,,0.5,EUR,,MSCI AC Asia Ex Japan NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900068161,vl&zuf=extraetf&zufref=vlsparen",LYX014,,
4,Aktien,187.8232557729,False,False,,IE00B7WK2W23,149.24,/media/icons/provider/ubs.png,,Synthetisch,-8.00021,UBS,11Asien (ex Japan) Region,11Asien (ex Japan) Region,1,,,0.23,EUR,,MSCI AC Asia Ex Japan NR USD,False,,A1JZY0,,
5,Aktien,1297.8895476985,True,False,,IE00B0M63730,50.02,/media/icons/provider/ishares.png,,Physisch,-9.50782,iShares,11Asien (ex Japan) Region,11Asien (ex Japan) Region,1,,,0.74,EUR,,MSCI AC Far East Ex Japan NR USD,False,,A0HGV9,,
6,Aktien,427.8807244636,False,False,,IE00BBQ2W338,44.59,/media/icons/provider/hsbc.png,,Physisch,-10.09885,HSBC,11Asien (ex Japan) Region,11Asien (ex Japan) Region,1,,,0.45,EUR,,MSCI AC Far East Ex Japan NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BBQ2W338,vl&zuf=extraetf&zufref=vlsparen",A1W2EL,,
7,Aktien,2.132705752,False,False,,IE000CM02H85,21.405,/media/icons/provider/farnklin_templeton.png,,Physisch,,Franklin Templeton,11Asien Länder,11Asien Countries,0,,,0.19,EUR,,FTSE Taiwan 30/18 Capped NR USD,False,,A3C9A1,,
8,Aktien,133.5301780302,False,False,,IE00BHZRQZ17,32.63,/media/icons/provider/farnklin_templeton.png,,Physisch,4.22568,Franklin Templeton,11Asien Länder,11Asien Countries,1,,,0.19,EUR,,FTSE India 30/18 Capped,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BHZRQZ17,vl&zuf=extraetf&zufref=vlsparen",A2PB5W,,
9,Aktien,356.9281490034,False,False,,IE00BHZRR030,29.97,/media/icons/provider/farnklin_templeton.png,,Physisch,-14.94288,Franklin Templeton,11Asien Länder,11Asien Countries,1,,,0.09,EUR,,FTSE Korea 30/18 Capped NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BHZRR030,vl&zuf=extraetf&zufref=vlsparen",A2PB5X,,
10,Aktien,289.8358146385,False,False,,LU0322252924,34.01,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-19.13882,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.85,EUR,,FTSE Vietnam TR USD,False,,DBX1AG,,
11,Aktien,123.6790560438,False,False,,LU0292109690,211.65,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,4.56066,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.85,EUR,,IISL Nifty 50 NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0292109690,vl&zuf=extraetf&zufref=vlsparen",DBX1NN,,
12,Aktien,68.9597652914,False,False,,LU0514695187,15.942,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,3.70698,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.75,EUR,,MSCI India NR USD,False,,DBX0G0,,
13,Aktien,1213.5746543492,False,False,,IE00BZCQB185,7.23,/media/icons/provider/ishares.png,,Physisch,4.07928,iShares,11Asien Länder,11Asien Countries,1,,,0.65,EUR,,MSCI India NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BZCQB185,vl&zuf=extraetf&zufref=vlsparen",A2AFCY,,
14,Aktien,710.7754742088,False,False,,FR0010361683,25.1,/media/icons/provider/amundi.png,,Synthetisch,3.47002,Amundi,11Asien Länder,11Asien Countries,1,,,0.85,EUR,,MSCI India NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=FR0010361683,vl&zuf=extraetf&zufref=vlsparen",LYX0BA,,
15,Aktien,101.54599685,False,False,,LU1681043086,790.6,/media/icons/provider/amundi.png,,Synthetisch,3.6481,Amundi,11Asien Länder,11Asien Countries,1,,,0.8,EUR,,MSCI India NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1681043086,vl&zuf=extraetf&zufref=vlsparen",A2H57G,,
16,Aktien,105.4672537522,False,False,,IE00B5W4TY14,141.46,/media/icons/provider/ishares.png,,Physisch,-15.46683,iShares,11Asien Länder,11Asien Countries,1,,,0.65,EUR,,MSCI Korea 20/35 NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B5W4TY14,vl&zuf=extraetf&zufref=vlsparen",A1C1H3,,
17,Aktien,329.8166225978,True,False,,IE00B0M63391,41.785,/media/icons/provider/ishares.png,,Physisch,-15.55616,iShares,11Asien Länder,11Asien Countries,1,,,0.74,EUR,,MSCI Korea 20/35 NR USD,False,,A0HGWD,,
18,Aktien,80.9386034012,False,False,,LU1900066975,61.9,/media/icons/provider/amundi.png,,Synthetisch,-15.70566,Amundi,11Asien Länder,11Asien Countries,1,,,0.45,EUR,,MSCI Korea 20/35 NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900066975,vl&zuf=extraetf&zufref=vlsparen",LYX016,,
19,Aktien,56.7094069639,True,False,,IE00B3Z0X395,48.11,/media/icons/provider/hsbc.png,,Physisch,-15.56659,HSBC,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Korea Capped NR USD,False,,A1JJU5,,
20,Aktien,77.7034798722,False,False,,LU0292100046,71.15,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-15.00138,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.65,EUR,,MSCI Korea NR USD,False,,DBX1K2,,
21,Aktien,21.4981389079,False,False,,LU0514694370,10.064,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,0.70421,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Malaysia NR USD,False,,DBX0GW,,
22,Aktien,5.6772255122,True,False,,IE00B3X3R831,26.045,/media/icons/provider/hsbc.png,,Physisch,0.73016,HSBC,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Malaysia NR USD,False,,A1H8BQ,,
23,Aktien,6.4266826307,False,False,,LU0659579147,0.7129,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-16.33156,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.85,EUR,,MSCI Pakistan IMI NR USD,False,,DBX0KK,,
24,Aktien,455.7902438156,False,False,,IE00BYYR0489,6.753,/media/icons/provider/ishares.png,,Physisch,23.5739,iShares,11Asien Länder,11Asien Countries,1,,,0.6,EUR,,MSCI Saudi Arabia 20/35 Capped NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BYYR0489,vl&zuf=extraetf&zufref=vlsparen",A14ZV2,,
25,Aktien,10.0296289385,True,False,,IE00BJ5JPJ87,6.146,/media/icons/provider/ishares.png,,Physisch,23.56602,iShares,11Asien Länder,11Asien Countries,1,,,0.6,EUR,,MSCI Saudi Arabia 20/35 Capped NR USD,False,,A2PGTG,,
26,Aktien,40.3652711902,False,False,,LU0659578842,1.3794,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,3.22184,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Singapore IMI NR USD,False,,DBX0KG,,
27,Aktien,98.6984147558,False,False,,LU0292109187,46.64,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-13.81629,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.65,EUR,,MSCI Taiwan 20/35 Custom Index,False,,DBX1MT,,
28,Aktien,380.8302176777,True,False,,IE00B0M63623,67.61,/media/icons/provider/ishares.png,,Physisch,-13.79929,iShares,11Asien Länder,11Asien Countries,1,,,0.74,EUR,,MSCI Taiwan 20/35 NR USD,False,,A0HGWE,,
29,Aktien,3.48247727,True,False,,LU2090063327,37.4863,/media/icons/provider/amundi.png,,Synthetisch,-19.61539,Amundi,11Asien Länder,11Asien Countries,1,,,0.45,USD,,MSCI Taiwan 20/35 NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU2090063327,vl&zuf=extraetf&zufref=vlsparen",LYX045,,
30,Aktien,33.2429893877,True,False,,IE00B3S1J086,56.32,/media/icons/provider/hsbc.png,,Physisch,-13.55647,HSBC,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Taiwan Capped NR USD,False,,A1H8BP,,
31,Aktien,66.3717437352,False,False,,LU0514694701,22.26,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,8.16748,Xtrackers,11Asien Länder,11Asien Countries,1,,,0.5,EUR,,MSCI Thailand NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0514694701,vl&zuf=extraetf&zufref=vlsparen",DBX0GY,,
32,Aktien,142.2928364133,False,False,,IE00BK5BQZ41,28.0,/media/icons/provider/vanguard-icon.png,,Physisch,-1.04859,Vanguard,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.15,EUR,,FTSE Developed AP Ex JPN NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BK5BQZ41,vl&zuf=extraetf&zufref=vlsparen",A2PLTA,,
33,Aktien,810.217723649,True,False,,IE00B9F5YL18,24.95,/media/icons/provider/vanguard-icon.png,,Physisch,-1.04843,Vanguard,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.15,EUR,,FTSE Developed AP Ex JPN NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B9F5YL18,vl&zuf=extraetf&zufref=vlsparen",A1T8FT,Aktien Asien-Pazifik (ex Japan),stocks-asia-pacific-ex-japan
34,Aktien,436.6524537576,False,False,,LU1900068328,63.16,/media/icons/provider/amundi.png,,Synthetisch,-6.06701,Amundi,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.6,EUR,,MSCI AC Asia Pac Ex JPN NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900068328,vl&zuf=extraetf&zufref=vlsparen",LYX015,Aktien Asien-Pazifik (ex Japan),stocks-asia-pacific-ex-japan
35,Aktien,247.8234199572,True,False,,IE00B4WXJD03,43.16,/media/icons/provider/ishares.png,,Physisch,4.35257,iShares,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.6,EUR,,MSCI Pacific (ex Japan),False,,A0RL8Z,,
36,Aktien,104.6616031461,True,False,,LU0446734526,41.635,/media/icons/provider/ubs.png,,Physisch,4.70085,UBS,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.3,EUR,,MSCI Pacific (ex Japan),True,"https://portal.ebase.com/deo-finvesto?DDE=LU0446734526,vl&zuf=extraetf&zufref=vlsparen",A0X97T,Aktien Asien-Pazifik (ex Japan),stocks-asia-pacific-ex-japan
37,Aktien,2761.8137150189,False,False,,IE00B52MJY50,161.18,/media/icons/provider/ishares.png,,Physisch,4.56582,iShares,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.2,EUR,,MSCI Pacific (ex Japan),False,,A0YEDR,Aktien Asien-Pazifik (ex Japan),stocks-asia-pacific-ex-japan
38,Aktien,359.0417157853,False,False,,LU0322252338,66.4,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,4.84485,Xtrackers,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.25,EUR,,MSCI Pacific (ex Japan),False,,DBX1AF,,
39,Aktien,214.2672121256,True,False,,IE00B5SG8Z57,13.132,/media/icons/provider/hsbc.png,,Physisch,4.51603,HSBC,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.15,EUR,,MSCI Pacific (ex Japan),True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B5SG8Z57,vl&zuf=extraetf&zufref=vlsparen",A1C22H,,
40,Aktien,14.2618323762,True,False,,LU1220245556,94.9,/media/icons/provider/amundi.png,,Synthetisch,4.67075,Amundi,11Asien-Pazifik (ex Japan) Region,11Asien-Pazifik (ex Japan) Region,1,,,0.12,EUR,,MSCI Pacific (ex Japan),True,"https://portal.ebase.com/deo-finvesto?DDE=LU1220245556,vl&zuf=extraetf&zufref=vlsparen",LYX0TS,,
41,Aktien,534.3397266432,False,False,,IE00B5377D42,42.56,/media/icons/provider/ishares.png,,Physisch,6.02243,iShares,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.3,EUR,,MSCI Australia NR USD,False,,A0YJ80,,
42,Aktien,41.0110375874,False,False,,LU1900065811,145.54,/media/icons/provider/amundi.png,,Synthetisch,18.64554,Amundi,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.45,EUR,,MSCI Indonesia NR USD,False,,LYX019,,
43,Aktien,76.9525448996,True,False,,IE00B46G8275,80.1,/media/icons/provider/hsbc.png,,Physisch,18.61317,HSBC,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.5,EUR,,MSCI Indonesia NR USD,False,,A1H8BN,,
44,Aktien,95.4862816663,False,False,,LU0476289623,15.702,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,18.63752,Xtrackers,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.65,EUR,,MSCI Indonesia NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0476289623,vl&zuf=extraetf&zufref=vlsparen",DBX0EU,,
45,Aktien,33.6517505797,False,False,,LU0592215403,1.5218,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-6.10433,Xtrackers,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.65,EUR,,MSCI Philippines IMI NR USD,False,,DBX0H9,,
46,Aktien,76.1097674172,True,False,,LU0496786905,49.985,/media/icons/provider/amundi.png,,Synthetisch,4.20491,Amundi,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.4,EUR,,S&P/ASX 200 NR AUD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0496786905,vl&zuf=extraetf&zufref=vlsparen",LYX0FU,,
47,Aktien,59.5510249579,True,False,,LU0328474803,39.645,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,4.17631,Xtrackers,11Asien-Pazifik Länder,11Asien-Pazifik Countries,1,,,0.5,EUR,,S&P/ASX 200 TR AUD,False,,DBX1A2,,
48,Aktien,236.8322453537,True,False,,LU0392495023,58.23,/media/icons/provider/amundi.png,,Synthetisch,-5.87303,Amundi,11Asien-Pazifik Region,11Asien-Pazifik Region,1,,,0.45,EUR,,MSCI Pacific NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0392495023,vl&zuf=extraetf&zufref=vlsparen",ETF114,,
49,Aktien,265.3236870384,True,False,,LU2296661775,19.178,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-9.43136,Xtrackers,11Asien Region,11Asien Region,1,,,0.35,EUR,,MSCI EM Asia Select ESG Scrn NR USD,False,,A2QNNH,,
50,Aktien,122.6640532,True,False,,LU1900067940,23.265,/media/icons/provider/amundi.png,,Synthetisch,-4.66607,Amundi,11Asien Region,11Asien Region,1,,,0.65,EUR,,Hang Seng HSI NR HKD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900067940,vl&zuf=extraetf&zufref=vlsparen",LYX013,,
51,Aktien,1782.2306393131,False,False,,IE00B5L8K969,153.12,/media/icons/provider/ishares.png,,Physisch,-8.94121,iShares,11Asien Region,11Asien Region,1,,,0.2,EUR,,MSCI EM Asia NR USD,False,,A1C1H5,,
52,Aktien,1011.5737275918,False,False,,IE00B466KX20,67.3,/media/icons/provider/state_street_global_advisors.png,,Physisch,-9.31492,SPDR,11Asien Region,11Asien Region,1,,,0.55,EUR,,MSCI EM Asia NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B466KX20,vl&zuf=extraetf&zufref=vlsparen",A1JJTG,Aktien Asien,stocks-asia
53,Aktien,1283.98680579,False,False,,LU1681044480,34.255,/media/icons/provider/amundi.png,,Synthetisch,-9.107,Amundi,11Asien Region,11Asien Region,1,,,0.2,EUR,,MSCI EM Asia NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1681044480,vl&zuf=extraetf&zufref=vlsparen",A2H58R,,
54,Aktien,232.4215826268,False,False,,LU1781541849,10.756,/media/icons/provider/amundi.png,,Synthetisch,-8.93731,Amundi,11Asien Region,11Asien Region,1,,,0.12,EUR,,MSCI EM Asia NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1781541849,vl&zuf=extraetf&zufref=vlsparen",LYX0YF,,
55,Aktien,275.4092544528,False,False,,LU0292107991,51.78,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-9.59429,Xtrackers,11Asien Region,11Asien Region,1,,,0.65,EUR,,MSCI EM Asia NR USD,False,,DBX1MA,,
56,Aktien,29.0327086912,False,False,,IE00BHZRQY00,21.96,/media/icons/provider/farnklin_templeton.png,,Physisch,25.64153,Franklin Templeton,11Brasilien,11,1,,,0.19,EUR,,FTSE Brazil 30/18 Capped NR USD,False,,A2PB5U,,
57,Aktien,324.3748088823,True,False,,IE00B0M63516,24.695,/media/icons/provider/ishares.png,,Physisch,26.91772,iShares,11Brasilien,11,1,,,0.74,EUR,,MSCI Brazil NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B0M63516,vl&zuf=extraetf&zufref=vlsparen",A0HGWA,,
58,Aktien,68.976774078,False,False,,LU0292109344,43.3,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,27.2922,Xtrackers,11Brasilien,11,1,,,0.65,EUR,,MSCI Brazil NR USD,False,,DBX1MR,,
59,Aktien,263.4555180348,False,False,,LU1900066207,18.968,/media/icons/provider/amundi.png,,Synthetisch,27.47382,Amundi,11Brasilien,11,1,,,0.65,EUR,,MSCI Brazil NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900066207,vl&zuf=extraetf&zufref=vlsparen",LYX02B,,
60,Aktien,1445.6171382344,False,False,,DE000A0Q4R85,27.2877,/media/icons/provider/ishares.png,,Physisch,27.53584,iShares,11Brasilien,11,1,,,0.33,USD,,MSCI Brazil NR USD,False,,A0Q4R8,,
61,Aktien,23.3663417374,True,False,,IE00B5W34K94,15.158,/media/icons/provider/hsbc.png,,Physisch,26.55591,HSBC,11Brasilien,11,1,,,0.5,EUR,,MSCI Brazil NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00B5W34K94,vl&zuf=extraetf&zufref=vlsparen",A1C195,,
62,Aktien,6.8121077789,False,False,,LU1437024992,36.8733,/media/icons/provider/amundi.png,,Synthetisch,27.41992,Amundi,11Brasilien,11,1,,,0.55,USD,,MSCI Brazil NR USD,False,,A2AQ5K,,
63,Aktien,134.4459406956,True,False,,IE00B1W57M07,20.765,/media/icons/provider/ishares.png,,Physisch,-19.73777,iShares,11BRIC Region,11BRIC Region,1,,,0.74,EUR,,FTSE BRIC 50 NR USD,False,,A0MR61,,
64,Aktien,0.3116533469,False,False,,IE0007P4PBU1,6.692,/media/icons/provider/hsbc.png,,Physisch,,HSBC,11China,11,0,,,0.3,EUR,,MSCI China NR USD,False,,A3DN5H,,
65,Aktien,22.9098450237,True,False,,LU2456436083,7.988,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,,Xtrackers,11China,11,0,,,0.3,EUR,,MSCI China NR USD,False,,DBX0SC,,
66,Aktien,111.531253579,False,False,,IE00BK80XL30,25.07,/media/icons/provider/invesco-icon.png,,Physisch,-11.19954,Invesco,11China,11,1,,,0.35,EUR,,MSCI China All Sh Stock Cnnct NR USD,False,,A2P8EJ,,
67,Aktien,,False,False,,IE000K9Z3SF5,5.0378,/media/icons/provider/invesco-icon.png,,Physisch,,Invesco,11China,11,0,,,0.35,USD,,S&P China A 300 NR USD,False,,A3DDQ6,,
68,Aktien,511.0037545963,True,False,,LU0875160326,11.816,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-10.50907,Xtrackers,11China,11,1,,,0.65,EUR,,CSI 300 NR CNY,False,,DBX0NK,,
69,Aktien,2148.3285830308,False,False,,LU0779800910,15.446,/media/icons/provider/icon-dws-xtrackers.png,,Synthetisch,-8.61489,Xtrackers,11China,11,1,,,0.5,EUR,,CSI 300 NR USD,False,,DBX0M2,,
70,Aktien,72.2054307112,True,False,,DE000A0F5UE8,39.4,/media/icons/provider/ishares.png,,Physisch,-11.2418,iShares,11China,11,1,,,0.61,EUR,,DJ China Offshore 50 NR USD,False,,A0F5UE,,
71,Aktien,236.8436125337,False,False,,IE00BHZRR147,23.625,/media/icons/provider/farnklin_templeton.png,,Physisch,-12.92729,Franklin Templeton,11China,11,1,,,0.19,EUR,,FTSE China 30/18 Capped NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BHZRR147,vl&zuf=extraetf&zufref=vlsparen",A2PB5V,,
72,Aktien,99.9782490158,False,False,,LU0292109856,28.48,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-9.48145,Xtrackers,11China,11,1,,,0.6,EUR,,FTSE China 50 NR USD,False,,DBX1FX,,
73,Aktien,40.2628946598,True,False,,LU0947415054,158.4,/media/icons/provider/amundi.png,,Synthetisch,-8.68932,Amundi,11China,11,1,,,0.4,EUR,,FTSE China A50 TR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU0947415054,vl&zuf=extraetf&zufref=vlsparen",ETF024,,
74,Aktien,11.5045929541,True,False,,LU1310477036,28.945,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-6.44809,Xtrackers,11China,11,1,,,0.65,EUR,,FTSE China A-H 50 GR CNY,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1310477036,vl&zuf=extraetf&zufref=vlsparen",DBX0P8,,
75,Aktien,504.0787552629,False,False,,LU1900068914,97.13,/media/icons/provider/amundi.png,,Physisch,-14.45794,Amundi,11China,11,1,,,0.65,EUR,,Hang Seng China Enterprises NR HKD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1900068914,vl&zuf=extraetf&zufref=vlsparen",LYX011,,
76,Aktien,2447.8820252601,False,False,,IE00BQT3WG13,5.16,/media/icons/provider/ishares.png,,Physisch,-9.51645,iShares,11China,11,1,,,0.4,EUR,,MSCI CHINA A Inclusion NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BQT3WG13,vl&zuf=extraetf&zufref=vlsparen",A12DPT,,
77,Aktien,67.027648463,True,False,,IE00BF4NQ904,11.56,/media/icons/provider/hsbc.png,,Physisch,-9.40591,HSBC,11China,11,1,,,0.3,EUR,,MSCI CHINA A Inclusion NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BF4NQ904,vl&zuf=extraetf&zufref=vlsparen",A2N390,,
78,Aktien,245.8480413972,False,False,,FR0011720911,170.26,/media/icons/provider/amundi.png,,Physisch,-9.04618,Amundi,11China,11,1,,,0.35,EUR,,MSCI China A NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=FR0011720911,vl&zuf=extraetf&zufref=vlsparen",LYX0SL,,
79,Aktien,139.1273215834,False,False,,IE00BKFB6K94,129.84,/media/icons/provider/ubs.png,,Synthetisch,-7.47154,UBS,11China,11,1,,,0.3,EUR,,MSCI China A NR USD,False,,A2PRV8,,
80,Aktien,29.6074212665,False,False,,IE00BHBFDF83,17.49,/media/icons/provider/legal-and-general-icon.png,,Physisch,-9.93588,LGIM,11China,11,1,,,0.88,EUR,,MSCI China A Onshore NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=IE00BHBFDF83,vl&zuf=extraetf&zufref=vlsparen",A1XBTG,,
81,Aktien,81.2795048107,True,False,,DE000ETFL326,7.837,/media/icons/provider/deka.png,,Physisch,-10.89599,Deka,11China,11,1,,,0.65,EUR,,MSCI China ex A Shares Index,False,,ETFL32,,
82,Aktien,80.46458105,False,False,,LU1681043912,266.75,/media/icons/provider/amundi.png,,Synthetisch,0.67353,Amundi,11China,11,1,,,0.55,EUR,,MSCI China H NR USD,False,,A2H57J,,
83,Aktien,1057.7161740671,False,False,,IE00BJ5JPG56,4.4545,/media/icons/provider/ishares.png,,Physisch,-12.15384,iShares,11China,11,1,,,0.4,EUR,,MSCI China NR USD,False,,A2PGQN,,
84,Aktien,383.2736812841,False,False,,LU1841731745,16.422,/media/icons/provider/amundi.png,,Synthetisch,-12.00149,Amundi,11China,11,1,,,0.29,EUR,,MSCI China NR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1841731745,vl&zuf=extraetf&zufref=vlsparen",LYX0YW,,
85,Aktien,1756.7676406895,False,False,,LU0514695690,14.768,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,-12.25004,Xtrackers,11China,11,1,,,0.65,EUR,,MSCI China NR USD,False,,DBX0G2,,
86,Aktien,1137.948149869,True,False,,IE00B44T3H88,6.49,/media/icons/provider/hsbc.png,,Physisch,-12.11336,HSBC,11China,11,1,,,0.3,EUR,,MSCI China NR USD,False,,A1JHYT,,
87,Aktien,3.9630600007,True,False,,LU1440654330,12.508,/media/icons/provider/wisdom_tree.png,,Physisch,-10.13703,WisdomTree,11China,11,1,,,0.55,EUR,,S&P China 500 TR USD,True,"https://portal.ebase.com/deo-finvesto?DDE=LU1440654330,vl&zuf=extraetf&zufref=vlsparen",A2ANVN,,
88,Aktien,27.64150568,True,False,,LU1349386927,6.875,/media/icons/provider/icon-dws-xtrackers.png,,Physisch,,Xtrackers,11Deutschland,11,0,,,0.09,EUR,,FSE DAX TR EUR,False,,DBX0QB,,
89,Aktien,13.41325911,True,False,,DE000A2QP331,4.41,/media/icons/provider/ishares.png,,Physisch,-14.0888,iShares,11Deutschland,11,1,,,0.16,EUR,,DAX,False,,A2QP33,,
90,Aktien,487.647,False,False,,FR0010655712,249.05,/media/icons/provider/amundi.png,,Physisch,-14.21994,Amundi,11Deutschland,11,1,,,0.1,EUR,,DAX,False,,A0REJQ,,
91,Aktien,5272.63799402,False,False,,DE0005933931,116.38,/media/icons/provider/ishares.png,,Physisch,-14.19978,iShares,11Deutschland,11,1,,,0.16,EUR,,DAX,True,"https://portal.ebase.com/deo-finvesto?DDE=DE0005933931,vl&zuf=extraetf&zufref=vlsparen",593393,,
92,Aktien,1142.4120794823,False,False,,DE000ETFL011,123.28,/media/icons/provider/deka.png,,Physisch,-14.25643,Deka,11Deutschland,11,1,,,0.15,EUR,,DAX,False,,ETFL01,,
